arrest,beat,block,community_area,description,district,domestic,fbi_code,iucr,location_description,location_type,primary_type,ward,year
,,018XX W LAKE ST,,,,,,,,,,,
,,018XX W LARCHMONT AVE,,,,,,,,,,,
,,018XX W LAWRENCE AVE,,,,,,,,,,,
,,018XX W LELAND AVE,,,,,,,,,,,
,,018XX W LUNT AVE,,,,,,,,,,,
,,018XX W MADISON ST,,,,,,,,,,,
,,018XX W MARQUETTE RD,,,,,,,,,,,
,,018XX W MAYPOLE AVE,,,,,,,,,,,
,,018XX W MELROSE ST,,,,,,,,,,,
,,018XX W MONROE ST,,,,,,,,,,,
,,018XX W MONTEREY AVE,,,,,,,,,,,
,,018XX W MONTROSE AVE,,,,,,,,,,,
,,018XX W MONTVALE AVE,,,,,,,,,,,
,,018XX W MORSE AVE,,,,,,,,,,,
,,018XX W NEWPORT AVE,,,,,,,,,,,
,,018XX W NORTH AVE,,,,,,,,,,,
,,018XX W NORWOOD ST,,,,,,,,,,,
,,018XX W OAKDALE AVE,,,,,,,,,,,
,,018XX W OGDEN AVE,,,,,,,,,,,
,,018XX W OHIO ST,,,,,,,,,,,
,,018XX W PATTERSON AVE,,,,,,,,,,,
,,018XX W PERSHING RD,,,,,,,,,,,
,,018XX W PETERSON AVE,,,,,,,,,,,
,,018XX W POLK ST,,,,,,,,,,,
,,018XX W RACE AVE,,,,,,,,,,,
,,018XX W RICE ST,,,,,,,,,,,
,,018XX W ROOSEVELT RD,,,,,,,,,,,
,,018XX W ROSCOE ST,,,,,,,,,,,
,,018XX W SUMMERDALE AVE,,,,,,,,,,,
,,018XX W SUNNYSIDE AVE,,,,,,,,,,,
,,018XX W SUPERIOR ST,,,,,,,,,,,
,,018XX W School st,,,,,,,,,,,
,,018XX W TAYLOR ST,,,,,,,,,,,
,,018XX W THOMAS ST,,,,,,,,,,,
,,018XX W THOME AVE,,,,,,,,,,,
,,018XX W TOUHY AVE,,,,,,,,,,,
,,018XX W VAN BUREN ST,,,,,,,,,,,
,,018XX W WABANSIA AVE,,,,,,,,,,,
,,018XX W WARREN BLVD,,,,,,,,,,,
,,018XX W WASHINGTON BLVD,,,,,,,,,,,
,,018XX W WAVELAND AVE,,,,,,,,,,,
,,018XX W WEBSTER AVE,,,,,,,,,,,
,,018XX W WELLINGTON AVE,,,,,,,,,,,
,,018XX W WINNEMAC AVE,,,,,,,,,,,
,,018XX W WINONA ST,,,,,,,,,,,
,,019XX E 67TH ST,,,,,,,,,,,
,,019XX E 69TH ST,,,,,,,,,,,
,,019XX E 70TH ST,,,,,,,,,,,
,,019XX E 71ST PL,,,,,,,,,,,
,,019XX E 71ST ST,,,,,,,,,,,
,,019XX E 72ND PL,,,,,,,,,,,
,,019XX E 72ND ST,,,,,,,,,,,
,,019XX E 73RD PL,,,,,,,,,,,
,,019XX E 73RD ST,,,,,,,,,,,
,,019XX E 74TH ST,,,,,,,,,,,
,,019XX E 75TH ST,,,,,,,,,,,
,,019XX E 76TH ST,,,,,,,,,,,
,,019XX E 77TH ST,,,,,,,,,,,
,,019XX E 78TH ST,,,,,,,,,,,
,,019XX E 79TH ST,,,,,,,,,,,
,,019XX E 81ST ST,,,,,,,,,,,
,,019XX E 84TH ST,,,,,,,,,,,
,,019XX E 86TH ST,,,,,,,,,,,
,,019XX E 87TH ST,,,,,,,,,,,
,,019XX E 91ST ST,,,,,,,,,,,
,,019XX E 93RD ST,,,,,,,,,,,
,,019XX E 95TH ST,,,,,,,,,,,
,,019XX E 96TH ST,,,,,,,,,,,
,,019XX E 97TH ST,,,,,,,,,,,
,,019XX E HAYES DR,,,,,,,,,,,
,,019XX E MARQUETTE DR,,,,,,,,,,,
,,019XX N ALBANY AVE,,,,,,,,,,,
,,019XX N AUSTIN AVE,,,,,,,,,,,
,,019XX N BISSELL ST,,,,,,,,,,,
,,019XX N BURLING ST,,,,,,,,,,,
,,019XX N CALIFORNIA AVE,,,,,,,,,,,
,,019XX N CAMPBELL AVE,,,,,,,,,,,
,,019XX N CANNON DR,,,,,,,,,,,
,,019XX N CENTRAL AVE,,,,,,,,,,,
,,019XX N CENTRAL PARK AVE,,,,,,,,,,,
,,019XX N CICERO AVE,,,,,,,,,,,
,,019XX N CLARK ST,,,,,,,,,,,
,,019XX N CLEVELAND AVE,,,,,,,,,,,
,,019XX N CLIFTON AVE,,,,,,,,,,,
,,019XX N CLYBOURN AVE,,,,,,,,,,,
,,019XX N DAMEN AVE,,,,,,,,,,,
,,019XX N DAYTON ST,,,,,,,,,,,
,,019XX N DRAKE AVE,,,,,,,,,,,
,,019XX N ELSTON AVE,,,,,,,,,,,
,,019XX N FRANCISCO AVE,,,,,,,,,,,
,,019XX N FREMONT ST,,,,,,,,,,,
,,019XX N HALSTED ST,,,,,,,,,,,
,,019XX N HAMLIN AVE,,,,,,,,,,,
,,019XX N HARDING AVE,,,,,,,,,,,
,,019XX N HARLEM AVE,,,,,,,,,,,
,,019XX N HERMITAGE AVE,,,,,,,,,,,
,,019XX N HONORE ST,,,,,,,,,,,
,,019XX N HOWE ST,,,,,,,,,,,
,,019XX N HOYNE AVE,,,,,,,,,,,
,,019XX N HUDSON AVE,,,,,,,,,,,
,,019XX N HUMBOLDT BLVD,,,,,,,,,,,
,,019XX N KARLOV AVE,,,,,,,,,,,
,,019XX N KEDVALE AVE,,,,,,,,,,,
,,019XX N KEDZIE AVE,,,,,,,,,,,
,,019XX N KEELER AVE,,,,,,,,,,,
,,019XX N KENMORE AVE,,,,,,,,,,,
,,019XX N KENNETH AVE,,,,,,,,,,,
,,019XX N KEYSTONE AVE,,,,,,,,,,,
,,019XX N KILBOURN AVE,,,,,,,,,,,
,,019XX N KILDARE AVE,,,,,,,,,,,
,,019XX N KILPATRICK AVE,,,,,,,,,,,
,,019XX N KIMBALL AVE,,,,,,,,,,,
,,019XX N KINGSBURY ST,,,,,,,,,,,
,,019XX N KOSTNER AVE,,,,,,,,,,,
,,019XX N LA CROSSE AVE,,,,,,,,,,,
,,019XX N LAMON AVE,,,,,,,,,,,
,,019XX N LARAMIE AVE,,,,,,,,,,,
,,019XX N LARRABEE ST,,,,,,,,,,,
,,019XX N LATROBE AVE,,,,,,,,,,,
,,019XX N LAWNDALE AVE,,,,,,,,,,,
,,019XX N LEAVITT ST,,,,,,,,,,,
,,019XX N LECLAIRE AVE,,,,,,,,,,,
,,019XX N LINCOLN AVE,,,,,,,,,,,
,,019XX N LINCOLN PARK WEST,,,,,,,,,,,
,,019XX N LOWELL AVE,,,,,,,,,,,
,,019XX N MENDELL ST,,,,,,,,,,,
,,019XX N MILWAUKEE AVE,,,,,,,,,,,
,,019XX N MOHAWK ST,,,,,,,,,,,
,,019XX N MONTICELLO AVE,,,,,,,,,,,
,,019XX N MOZART ST,,,,,,,,,,,
,,019XX N NARRAGANSETT AVE,,,,,,,,,,,
,,019XX N NASHVILLE AVE,,,,,,,,,,,
,,019XX N NATOMA AVE,,,,,,,,,,,
,,019XX N NEVA AVE,,,,,,,,,,,
,,019XX N NEW ENGLAND AVE,,,,,,,,,,,
,,019XX N NEWCASTLE AVE,,,,,,,,,,,
,,019XX N NEWLAND AVE,,,,,,,,,,,
,,019XX N NORDICA AVE,,,,,,,,,,,
,,019XX N NORMANDY AVE,,,,,,,,,,,
,,019XX N OAK PARK AVE,,,,,,,,,,,
,,019XX N OAKLEY AVE,,,,,,,,,,,
,,019XX N ORCHARD ST,,,,,,,,,,,
,,019XX N PAULINA ST,,,,,,,,,,,
,,019XX N PULASKI RD,,,,,,,,,,,
,,019XX N RICHMOND ST,,,,,,,,,,,
,,019XX N RIDGEWAY AVE,,,,,,,,,,,
,,019XX N ROCKWELL ST,,,,,,,,,,,
,,019XX N RUTHERFORD AVE,,,,,,,,,,,
,,019XX N SAWYER AVE,,,,,,,,,,,
,,019XX N SAYRE AVE,,,,,,,,,,,
,,019XX N SEDGWICK ST,,,,,,,,,,,
,,019XX N SEMINARY AVE,,,,,,,,,,,
,,019XX N SHEFFIELD AVE,,,,,,,,,,,
,,019XX N SPAULDING AVE,,,,,,,,,,,
,,019XX N SPRINGFIELD AVE,,,,,,,,,,,
,,019XX N ST LOUIS AVE,,,,,,,,,,,
,,019XX N TRIPP AVE,,,,,,,,,,,
,,019XX N WASHTENAW AVE,,,,,,,,,,,
,,019XX N WESTERN AVE,,,,,,,,,,,
,,019XX N WHIPPLE ST,,,,,,,,,,,
,,019XX N WILMOT AVE,,,,,,,,,,,
,,019XX N WINCHESTER AVE,,,,,,,,,,,
,,019XX N WOLCOTT AVE,,,,,,,,,,,
,,019XX N WOOD ST,,,,,,,,,,,
,,019XX N honore st,,,,,,,,,,,
,,019XX S ALBANY AVE,,,,,,,,,,,
,,019XX S ALLPORT ST,,,,,,,,,,,
,,019XX S ARCHER AVE,,,,,,,,,,,
,,019XX S ASHLAND AVE,,,,,,,,,,,
,,019XX S AVERS AVE,,,,,,,,,,,
,,019XX S BLUE ISLAND AVE,,,,,,,,,,,
,,019XX S CALIFORNIA AVE,,,,,,,,,,,
,,019XX S CALUMET AVE,,,,,,,,,,,
,,019XX S CANALPORT AVE,,,,,,,,,,,
,,019XX S CARPENTER ST,,,,,,,,,,,
,,019XX S CENTRAL PARK AVE,,,,,,,,,,,
,,019XX S CHRISTIANA AVE,,,,,,,,,,,
,,019XX S CLARK ST,,,,,,,,,,,
,,019XX S DAMEN AVE,,,,,,,,,,,
,,019XX S DEARBORN ST,,,,,,,,,,,
,,019XX S DRAKE AVE,,,,,,,,,,,
,,019XX S FAIRFIELD AVE,,,,,,,,,,,
,,019XX S FEDERAL ST,,,,,,,,,,,
,,019XX S Federal St,,,,,,,,,,,
,,019XX S HALSTED ST,,,,,,,,,,,
,,019XX S HAMLIN AVE,,,,,,,,,,,
,,019XX S HARDING AVE,,,,,,,,,,,
,,019XX S HOMAN AVE,,,,,,,,,,,
,,019XX S HOYNE AVE,,,,,,,,,,,
,,019XX S INDIANA AVE,,,,,,,,,,,
,,019XX S JEFFERSON ST,,,,,,,,,,,
,,019XX S KEDZIE AVE,,,,,,,,,,,
,,019XX S KEELER AVE,,,,,,,,,,,
,,019XX S KOSTNER AVE,,,,,,,,,,,
,,019XX S LAWNDALE AVE,,,,,,,,,,,
,,019XX S LEAVITT ST,,,,,,,,,,,
,,019XX S LEE PKWY,,,,,,,,,,,
,,019XX S LOOMIS ST,,,,,,,,,,,
,,019XX S LOUIE PKWY,,,,,,,,,,,
,,019XX S LUMBER ST,,,,,,,,,,,
,,019XX S MARSHALL BLVD,,,,,,,,,,,
,,019XX S MAY ST,,,,,,,,,,,
,,019XX S MICHIGAN AVE,,,,,,,,,,,
,,019XX S MILLARD AVE,,,,,,,,,,,
,,019XX S MILLER ST,,,,,,,,,,,
,,019XX S MORGAN ST,,,,,,,,,,,
,,019XX S OAKLEY AVE,,,,,,,,,,,
,,019XX S PAULINA ST,,,,,,,,,,,
,,019XX S PRAIRIE AVE,,,,,,,,,,,
,,019XX S PULASKI RD,,,,,,,,,,,
,,019XX S RACINE AVE,,,,,,,,,,,
,,019XX S RIDGEWAY AVE,,,,,,,,,,,
,,019XX S ROCKWELL ST,,,,,,,,,,,
,,019XX S RUBLE ST,,,,,,,,,,,
,,019XX S SANGAMON ST,,,,,,,,,,,
,,019XX S SAWYER AVE,,,,,,,,,,,
,,019XX S SHELBY CT,,,,,,,,,,,
,,019XX S SPAULDING AVE,,,,,,,,,,,
,,019XX S SPRINGFIELD AVE,,,,,,,,,,,
,,019XX S ST LOUIS AVE,,,,,,,,,,,
,,019XX S STATE ST,,,,,,,,,,,
,,019XX S THROOP ST,,,,,,,,,,,
,,019XX S TOM PKWY,,,,,,,,,,,
,,019XX S TROY ST,,,,,,,,,,,
,,019XX S TRUMBULL AVE,,,,,,,,,,,
,,019XX S WABASH AVE,,,,,,,,,,,
,,019XX S WASHTENAW AVE,,,,,,,,,,,
,,019XX S WELLS ST,,,,,,,,,,,
,,019XX S WENTWORTH AVE,,,,,,,,,,,
,,019XX S WESTERN AVE,,,,,,,,,,,
,,019XX S WOLCOTT AVE,,,,,,,,,,,
,,019XX S WONG PKWY,,,,,,,,,,,
,,019XX S WOOD ST,,,,,,,,,,,
,,019XX S YOUNG PKWY,,,,,,,,,,,
,,019XX W 103RD ST,,,,,,,,,,,
,,019XX W 115TH ST,,,,,,,,,,,
,,019XX W 117TH ST,,,,,,,,,,,
,,019XX W 13TH ST,,,,,,,,,,,
,,019XX W 17TH ST,,,,,,,,,,,
,,019XX W 18TH ST,,,,,,,,,,,
,,019XX W 19TH ST,,,,,,,,,,,
,,019XX W 21ST PL,,,,,,,,,,,
,,019XX W 21ST ST,,,,,,,,,,,
,,019XX W 22ND PL,,,,,,,,,,,
,,019XX W 23RD ST,,,,,,,,,,,
,,019XX W 31ST ST,,,,,,,,,,,
,,019XX W 33RD ST,,,,,,,,,,,
,,019XX W 34TH PL,,,,,,,,,,,
,,019XX W 35TH ST,,,,,,,,,,,
,,019XX W 36TH ST,,,,,,,,,,,
,,019XX W 37TH ST,,,,,,,,,,,
,,019XX W 38TH ST,,,,,,,,,,,
,,019XX W 43RD ST,,,,,,,,,,,
,,019XX W 47TH ST,,,,,,,,,,,
,,019XX W 48TH ST,,,,,,,,,,,
,,019XX W 49TH ST,,,,,,,,,,,
,,019XX W 50TH ST,,,,,,,,,,,
,,019XX W 51ST ST,,,,,,,,,,,
,,019XX W 52ND ST,,,,,,,,,,,
,,019XX W 53RD ST,,,,,,,,,,,
,,019XX W 54TH ST,,,,,,,,,,,
,,019XX W 56TH ST,,,,,,,,,,,
,,019XX W 58TH ST,,,,,,,,,,,
,,019XX W 59TH ST,,,,,,,,,,,
,,019XX W 61ST ST,,,,,,,,,,,
,,019XX W 62ND ST,,,,,,,,,,,
,,019XX W 63RD ST,,,,,,,,,,,
,,019XX W 64TH ST,,,,,,,,,,,
,,019XX W 65TH ST,,,,,,,,,,,
,,019XX W 69TH ST,,,,,,,,,,,
,,019XX W 71ST ST,,,,,,,,,,,
,,019XX W 72ND ST,,,,,,,,,,,
,,019XX W 73RD ST,,,,,,,,,,,
,,019XX W 77TH ST,,,,,,,,,,,
,,019XX W 78TH ST,,,,,,,,,,,
,,019XX W 79TH ST,,,,,,,,,,,
,,019XX W 80TH ST,,,,,,,,,,,
,,019XX W 83RD ST,,,,,,,,,,,
,,019XX W 85TH ST,,,,,,,,,,,
,,019XX W 87TH ST,,,,,,,,,,,
,,019XX W 94TH ST,,,,,,,,,,,
,,019XX W 95TH ST,,,,,,,,,,,
,,019XX W ADAMS ST,,,,,,,,,,,
,,019XX W ADDISON ST,,,,,,,,,,,
,,019XX W AINSLIE ST,,,,,,,,,,,
,,019XX W ALBION AVE,,,,,,,,,,,
,,019XX W ARGYLE ST,,,,,,,,,,,
,,019XX W ARMITAGE AVE,,,,,,,,,,,
,,019XX W AUGUSTA BLVD,,,,,,,,,,,
,,019XX W BELLE PLAINE AVE,,,,,,,,,,,
,,019XX W BELMONT AVE,,,,,,,,,,,
,,019XX W BERTEAU AVE,,,,,,,,,,,
,,019XX W BERWYN AVE,,,,,,,,,,,
,,019XX W BIRCHWOOD AVE,,,,,,,,,,,
,,019XX W BLOOMINGDALE AVE,,,,,,,,,,,
,,019XX W BRADLEY PL,,,,,,,,,,,
,,019XX W BYRON ST,,,,,,,,,,,
,,019XX W CARROLL AVE,,,,,,,,,,,
,,019XX W CERMAK RD,,,,,,,,,,,
,,019XX W CHASE AVE,,,,,,,,,,,
,,019XX W CHICAGO AVE,,,,,,,,,,,
,,019XX W CORTLAND ST,,,,,,,,,,,
,,019XX W CRYSTAL ST,,,,,,,,,,,
,,019XX W CULLERTON ST,,,,,,,,,,,
,,019XX W CULLOM AVE,,,,,,,,,,,
,,019XX W CUYLER AVE,,,,,,,,,,,
,,019XX W DEVON AVE,,,,,,,,,,,
,,019XX W DICKENS AVE,,,,,,,,,,,
,,019XX W DIVERSEY PKWY,,,,,,,,,,,
,,019XX W DIVISION ST,,,,,,,,,,,
,,019XX W Dickens Ave,,,,,,,,,,,
,,019XX W EDDY ST,,,,,,,,,,,
,,019XX W EISENHOWER EXPY OB,,,,,,,,,,,
,,019XX W ELLEN ST,,,,,,,,,,,
,,019XX W ERIE ST,,,,,,,,,,,
,,019XX W ESTES AVE,,,,,,,,,,,
,,019XX W EVERGREEN AVE,,,,,,,,,,,
,,019XX W FARGO AVE,,,,,,,,,,,
,,019XX W FARRAGUT AVE,,,,,,,,,,,
,,019XX W FARWELL AVE,,,,,,,,,,,
,,019XX W FOSTER AVE,,,,,,,,,,,
,,019XX W FULLERTON AVE,,,,,,,,,,,
,,019XX W FULTON ST,,,,,,,,,,,
,,019XX W GARFIELD BLVD,,,,,,,,,,,
,,019XX W GEORGE ST,,,,,,,,,,,
,,019XX W GRACE ST,,,,,,,,,,,
,,019XX W GRAND AVE,,,,,,,,,,,
,,019XX W GRANVILLE AVE,,,,,,,,,,,
,,019XX W GREENLEAF AVE,,,,,,,,,,,
,,019XX W HARRISON ST,,,,,,,,,,,
,,019XX W HENDERSON ST,,,,,,,,,,,
,,019XX W HOOD AVE,,,,,,,,,,,
,,019XX W HOWARD ST,,,,,,,,,,,
,,019XX W HUBBARD ST,,,,,,,,,,,
,,019XX W HURON ST,,,,,,,,,,,
,,019XX W IOWA ST,,,,,,,,,,,
,,019XX W IRVING PARK RD,,,,,,,,,,,
,,019XX W JACKSON BLVD,,,,,,,,,,,
,,019XX W KINZIE ST,,,,,,,,,,,
,,019XX W LAKE ST,,,,,,,,,,,
,,019XX W LARCHMONT AVE,,,,,,,,,,,
,,019XX W LAWRENCE AVE,,,,,,,,,,,
,,019XX W LELAND AVE,,,,,,,,,,,
,,019XX W LOYOLA AVE,,,,,,,,,,,
,,019XX W LUNT AVE,,,,,,,,,,,
,,019XX W MADISON ST,,,,,,,,,,,
,,019XX W MARQUETTE RD,,,,,,,,,,,
,,019XX W MAYPOLE AVE,,,,,,,,,,,
,,019XX W MELROSE ST,,,,,,,,,,,
,,019XX W MONTEREY AVE,,,,,,,,,,,
,,019XX W MONTROSE AVE,,,,,,,,,,,
,,019XX W MORSE AVE,,,,,,,,,,,
,,019XX W NELSON ST,,,,,,,,,,,
,,019XX W NEWPORT AVE,,,,,,,,,,,
,,019XX W NORTH AVE,,,,,,,,,,,
,,019XX W NORWOOD ST,,,,,,,,,,,
,,019XX W OAKDALE AVE,,,,,,,,,,,
,,019XX W OGDEN AVE,,,,,,,,,,,
,,019XX W OHIO ST,,,,,,,,,,,
,,019XX W PERSHING RD,,,,,,,,,,,
,,019XX W PETERSON AVE,,,,,,,,,,,
,,019XX W POLK ST,,,,,,,,,,,
,,019XX W POTOMAC AVE,,,,,,,,,,,
,,019XX W PRATT BLVD,,,,,,,,,,,
,,019XX W PRYOR AVE,,,,,,,,,,,
,,019XX W RACE AVE,,,,,,,,,,,
,,019XX W ROOSEVELT RD,,,,,,,,,,,
,,019XX W ROSCOE ST,,,,,,,,,,,
,,019XX W SCHILLER ST,,,,,,,,,,,
,,019XX W SCHOOL ST,,,,,,,,,,,
,,019XX W SUNNYSIDE AVE,,,,,,,,,,,
,,019XX W SUPERIOR ST,,,,,,,,,,,
,,019XX W TAYLOR ST,,,,,,,,,,,
,,019XX W THOMAS ST,,,,,,,,,,,
,,019XX W THOME AVE,,,,,,,,,,,
,,019XX W TOUHY AVE,,,,,,,,,,,
,,019XX W VAN BUREN ST,,,,,,,,,,,
,,019XX W WABANSIA AVE,,,,,,,,,,,
,,019XX W WALNUT ST,,,,,,,,,,,
,,019XX W WARNER AVE,,,,,,,,,,,
,,019XX W WARREN BLVD,,,,,,,,,,,
,,019XX W WASHINGTON BLVD,,,,,,,,,,,
,,019XX W WAVELAND AVE,,,,,,,,,,,
,,019XX W WELLINGTON AVE,,,,,,,,,,,
,,019XX W WILSON AVE,,,,,,,,,,,
,,019XX W WINNEMAC AVE,,,,,,,,,,,
,,019XX W WINONA ST,,,,,,,,,,,
,,019XX W WOLFRAM ST,,,,,,,,,,,
,,019XX W cortland st,,,,,,,,,,,
,,020XX E 122ND ST,,,,,,,,,,,
,,020XX E 67TH ST,,,,,,,,,,,
,,020XX E 68TH ST,,,,,,,,,,,
,,020XX E 69TH ST,,,,,,,,,,,
,,020XX E 70TH ST,,,,,,,,,,,
,,020XX E 71ST ST,,,,,,,,,,,
,,020XX E 72ND PL,,,,,,,,,,,
,,020XX E 72ND ST,,,,,,,,,,,
,,020XX E 73RD ST,,,,,,,,,,,
,,020XX E 75TH ST,,,,,,,,,,,
,,020XX E 76TH ST,,,,,,,,,,,
,,020XX E 77TH ST,,,,,,,,,,,
,,020XX E 78TH ST,,,,,,,,,,,
,,020XX E 79TH ST,,,,,,,,,,,
,,020XX E 80TH ST,,,,,,,,,,,
,,020XX E 81ST ST,,,,,,,,,,,
,,020XX E 82ND ST,,,,,,,,,,,
,,020XX E 83RD ST,,,,,,,,,,,
,,020XX E 85TH ST,,,,,,,,,,,
,,020XX E 87TH ST,,,,,,,,,,,
,,020XX E 88TH ST,,,,,,,,,,,
,,020XX E 91ST ST,,,,,,,,,,,
,,020XX E 93RD ST,,,,,,,,,,,
,,020XX E 95TH ST,,,,,,,,,,,
,,020XX E 96TH ST,,,,,,,,,,,
,,020XX E HAYES DR,,,,,,,,,,,
,,020XX E MARQUETTE DR,,,,,,,,,,,
,,020XX N ALBANY AVE,,,,,,,,,,,
,,020XX N ASHLAND AVE,,,,,,,,,,,
,,020XX N AUSTIN AVE,,,,,,,,,,,
,,020XX N AVERS AVE,,,,,,,,,,,
,,020XX N BINGHAM ST,,,,,,,,,,,
,,020XX N BISSELL ST,,,,,,,,,,,
,,020XX N BURLING ST,,,,,,,,,,,
,,020XX N CALIFORNIA AVE,,,,,,,,,,,
,,020XX N CAMPBELL AVE,,,,,,,,,,,
,,020XX N CANNON DR,,,,,,,,,,,
,,020XX N CENTRAL AVE,,,,,,,,,,,
,,020XX N CENTRAL PARK AVE,,,,,,,,,,,
,,020XX N CICERO AVE,,,,,,,,,,,
,,020XX N CLARK ST,,,,,,,,,,,
,,020XX N CLEVELAND AVE,,,,,,,,,,,
,,020XX N CLIFTON AVE,,,,,,,,,,,
,,020XX N CLYBOURN AVE,,,,,,,,,,,
,,020XX N DAMEN AVE,,,,,,,,,,,
,,020XX N DAYTON ST,,,,,,,,,,,
,,020XX N DRAKE AVE,,,,,,,,,,,
,,020XX N ELSTON AVE,,,,,,,,,,,
,,020XX N FREMONT ST,,,,,,,,,,,
,,020XX N HALSTED ST,,,,,,,,,,,
,,020XX N HAMLIN AVE,,,,,,,,,,,
,,020XX N HARLEM AVE,,,,,,,,,,,
,,020XX N HONORE ST,,,,,,,,,,,
,,020XX N HOWE ST,,,,,,,,,,,
,,020XX N HOYNE AVE,,,,,,,,,,,
,,020XX N HUMBOLDT BLVD,,,,,,,,,,,
,,020XX N KARLOV AVE,,,,,,,,,,,
,,020XX N KEDVALE AVE,,,,,,,,,,,
,,020XX N KEDZIE AVE,,,,,,,,,,,
,,020XX N KEELER AVE,,,,,,,,,,,
,,020XX N KENMORE AVE,,,,,,,,,,,
,,020XX N KENNETH AVE,,,,,,,,,,,
,,020XX N KEYSTONE AVE,,,,,,,,,,,
,,020XX N KILBOURN AVE,,,,,,,,,,,
,,020XX N KILDARE AVE,,,,,,,,,,,
,,020XX N KILPATRICK AVE,,,,,,,,,,,
,,020XX N KIMBALL AVE,,,,,,,,,,,
,,020XX N KINGSBURY ST,,,,,,,,,,,
,,020XX N KOSTNER AVE,,,,,,,,,,,
,,020XX N LA CROSSE AVE,,,,,,,,,,,
,,020XX N LAKE SHORE DR NB,,,,,,,,,,,
,,020XX N LAMON AVE,,,,,,,,,,,
,,020XX N LAPORTE AVE,,,,,,,,,,,
,,020XX N LARAMIE AVE,,,,,,,,,,,
,,020XX N LARRABEE ST,,,,,,,,,,,
,,020XX N LATROBE AVE,,,,,,,,,,,
,,020XX N LAVERGNE AVE,,,,,,,,,,,
,,020XX N LAWLER AVE,,,,,,,,,,,
,,020XX N LAWNDALE AVE,,,,,,,,,,,
,,020XX N LEAMINGTON AVE,,,,,,,,,,,
,,020XX N LEAVITT ST,,,,,,,,,,,
,,020XX N LECLAIRE AVE,,,,,,,,,,,
,,020XX N LINCOLN AVE,,,,,,,,,,,
,,020XX N LINCOLN PARK WEST,,,,,,,,,,,
,,020XX N LOCKWOOD AVE,,,,,,,,,,,
,,020XX N LONG AVE,,,,,,,,,,,
,,020XX N LOREL AVE,,,,,,,,,,,
,,020XX N MAGNOLIA AVE,,,,,,,,,,,
,,020XX N MAJOR AVE,,,,,,,,,,,
,,020XX N MILWAUKEE AVE,,,,,,,,,,,
,,020XX N MOBILE AVE,,,,,,,,,,,
,,020XX N MOHAWK ST,,,,,,,,,,,
,,020XX N MOZART ST,,,,,,,,,,,
,,020XX N NAGLE AVE,,,,,,,,,,,
,,020XX N NARRAGANSETT AVE,,,,,,,,,,,
,,020XX N NATCHEZ AVE,,,,,,,,,,,
,,020XX N NEVA AVE,,,,,,,,,,,
,,020XX N NEW ENGLAND AVE,,,,,,,,,,,
,,020XX N NEWLAND AVE,,,,,,,,,,,
,,020XX N OAK PARK AVE,,,,,,,,,,,
,,020XX N OAKLEY AVE,,,,,,,,,,,
,,020XX N ORCHARD ST,,,,,,,,,,,
,,020XX N ORLEANS ST,,,,,,,,,,,
,,020XX N PARKSIDE AVE,,,,,,,,,,,
,,020XX N POINT ST,,,,,,,,,,,
,,020XX N PULASKI RD,,,,,,,,,,,
,,020XX N RACINE AVE,,,,,,,,,,,
,,020XX N RICHMOND ST,,,,,,,,,,,
,,020XX N SAWYER AVE,,,,,,,,,,,
,,020XX N SAYRE AVE,,,,,,,,,,,
,,020XX N SEDGWICK ST,,,,,,,,,,,
,,020XX N SEMINARY AVE,,,,,,,,,,,
,,020XX N SHEFFIELD AVE,,,,,,,,,,,
,,020XX N SOUTHPORT AVE,,,,,,,,,,,
,,020XX N SPAULDING AVE,,,,,,,,,,,
,,020XX N ST LOUIS AVE,,,,,,,,,,,
,,020XX N STAVE ST,,,,,,,,,,,
,,020XX N STOCKTON DR,,,,,,,,,,,
,,020XX N TRIPP AVE,,,,,,,,,,,
,,020XX N WESTERN AVE,,,,,,,,,,,
,,020XX N WHIPPLE ST,,,,,,,,,,,
,,020XX N WINCHESTER AVE,,,,,,,,,,,
,,020XX N WOOD ST,,,,,,,,,,,
,,020XX N Whipple St,,,,,,,,,,,
,,020XX S ALBANY AVE,,,,,,,,,,,
,,020XX S ALLPORT ST,,,,,,,,,,,
,,020XX S ARCHER AVE,,,,,,,,,,,
,,020XX S ASHLAND AVE,,,,,,,,,,,
,,020XX S BLUE ISLAND AVE,,,,,,,,,,,
,,020XX S CALIFORNIA AVE,,,,,,,,,,,
,,020XX S CALUMET AVE,,,,,,,,,,,
,,020XX S CANALPORT AVE,,,,,,,,,,,
,,020XX S CARPENTER ST,,,,,,,,,,,
,,020XX S CLARK ST,,,,,,,,,,,
,,020XX S DAMEN AVE,,,,,,,,,,,
,,020XX S HALSTED ST,,,,,,,,,,,
,,020XX S HOYNE AVE,,,,,,,,,,,
,,020XX S INDIANA AVE,,,,,,,,,,,
,,020XX S JEFFERSON ST,,,,,,,,,,,
,,020XX S KARLOV AVE,,,,,,,,,,,
,,020XX S KEDZIE AVE,,,,,,,,,,,
,,020XX S KEELER AVE,,,,,,,,,,,
,,020XX S KILBOURN AVE,,,,,,,,,,,
,,020XX S KILDARE AVE,,,,,,,,,,,
,,020XX S KOSTNER AVE,,,,,,,,,,,
,,020XX S LAKE SHORE DR E,,,,,,,,,,,
,,020XX S LEAVITT ST,,,,,,,,,,,
,,020XX S LOOMIS ST,,,,,,,,,,,
,,020XX S MAY ST,,,,,,,,,,,
